sentiment,text
0,i must have met the one girl on earth that not matter what cannot be happy with the person that i am 
0,karavas unfortunately no  it is not online  the link i provided is all i could find
0,my laptop battery is heaps low 
1,looking forward to  days off and going to angels and demons with marianne  maybe well even have a bbq if the wheather holds
1,still studyingmy clyde came to help me with contracts heart him 
1,good morning everyone ready to start the week genirodriguez good monday 
1,and the best thing ever i got wasdum dum dum a coffeemaker lol the one with no glass pot you just stick your cup to it in love 
0,sitting in the office bored  hence on twitter 
1,is cuddling on the couch with justin 
1,  updated 
0,burning the midnight oil i have to finish a  over slides presentation by tomorrow morning  why am i still not motivated to start
1,oweew goood idea mmk awesome my life is set now i know what im doing when i leave school oxford st better welcome me 
0,adamgoldston im tryna get used to this quottwitterquot lol i still dont know how to upload a pic lol sorry 
0,i still feel sick  i think ill leave work soon
1,watching lenos last show so glad hes sticking around for primetime ill still have a chance to meet him 
0,im very busy doing all the paperworkspsychological report and reflection paper in ip so tired 
1,esmeg so why no more adult beverages getting to silly and thinkin bout strippin on the weekends to support your habit lol jk 
1,tomorrow is my dads birthday  my grandfather and grandmother are coming for a fun day  i met some secret admirers today
0,i love that an hr ago i said i was going to sleep i am for real now and i jsut realized i never ate dinner 
0,im so very sleepy today and have a sore throat i really hope i am not getting sick 
1,duanejackson lol love it when that happens go do it 
0,the work i did to autocopy the correct app config for diff development environments may not work  clickonce  
1,is getting ready  visiting both of davids grandmas and going to joebox grill today 
0,i bit my tongue trying to get my pjs on 
0,garethcliff  itheres really only  reason a man gets outta bed happy im jealous 
1,lifecoachmary  so coach let me get this right i am answ your  pt query and u are out having  great time oh wellu deserve a break 
1,heyamanduh it does look really cute i heard about it awhile ago but wasnt sure if it was actually going to happen happy to see it is 
1,laurathe quotpistenponysquot and quotkamikazefahrerquot or something like that 
1,alyssamilano we need to convince dboghosian to join twitterhelp me out 
1,barryaldridge thank you barry 
1,thatgirljenn yeah fun woo hoo 
0,smells like quotca nuongquot  grill fish   while trying to finish up on her journal club
1,jovenatheart nice  which hk serial drama u on right now ah
1,newvibes ditto   i love shorts weather
1,mumzee meeshy thanks guys  x
0,cfidel the only thing issince you actually typed the quotpquot wordyou will probably attract even more now 
1,hey it will be a long weekend 
0,crivera nope  i expected wayyyy better people made it seem like it was hilarious  but the carlos the baby was my fav part
0,kusmar im great thanks had a few days off but back to the grind soon im rubbish at long hair too high maintenance and heavy 
0,thought i was invincible i was wrong wood and cement got the best of me    
0,domness aha cool we are off out soon as its a nice day em a bit bored sitting around the house  
0,parents are fighting again 
1,abtony will keep u posted man have fun 
0,trvsbrkr i think i got that wrong sorry 
1,underexpose no but chalong would be a great pub name right  i just think its amusing that i live in a place called quotcelebrationquot 
1,spell thanks i dont think its nonparallel thats like not parallel lol 
1,morning twitter land how r yall  im good last class day then next week no classes then the week after brand new ones 
1,finalscorebg awww love that movie 
0,okay twitter is pissing me off i cant set up an account for my sissy 
1,has a date with the devil tonight 
0,lost my bank card again thats twice ive replaced in the last mos i nevvver do this dont knw what the deal is grrrrr  
0,i really fancy a sausage sandwich but it just wants to be friends 
1,siouxsinner where are you driving from des moines youre not too far from me  enjoy your tripi hate driving  good luck 
0,ok running coaching is all over now  but im now signed up for the auckland half marathon so gotta keep training bit chilly today tho
0,cant sleep bored too much on my mind   what to do just laying here maybe ill fall asleep he he maybe
0,egratner oh no im so sorry  i hope the damage isnt too bad
0,black americano does not tatse good 
0,watching rest of dexter s dont get why fx insist on being a year behind america with it and family guy and american dad not fair 
0,i wanna send shanedawson  a present through the mail but i dont know his po box 
1,makerofshadows which movie i watched a lot today 
0,i hurt everywhere why am i so unfit 
1,madabouttees awwwthanks for the retweet sweetie i bet a jackass that i work  thanks for becoming a fan
0,backstreetboys why dont u talk to brazil we love u too  kisses
1,rocking  the big comedown fucking ninmode    dunno if my neighbours still like me that much lol 
1,gregs lol they should  hows your day coming along
1,sitting with brigeee on the patio listening to jimi hendrix and the waves   so happy to be here
0,someone call the cops i have been robbed someone stole my iphone oh well i have to get the iphone g s 
1,just slept till now later im going to spend some time with some friendss 
1,smokinace no fightin wur mama she loves you amp is only doing what she thinks is best for ushe doesnt see the world through ur eyes 
0,sunshineb sounds like fun  
1, im glad but where you is
1,realmfox   breath taking 
0,its drizzling rain  im shopping down th ave on my way to ts to be a tourist under my w branded umbrella
1,the big difference between sex for money and sex for free is that sex for money costs less 
1,going to sleep had the best evening ever and had a lot of fun doing the show loved it 
0,scooterism i didnt get mine yet 
1,valcatherine i intend to  lt
1,cody really jack and the box  i think im upgrade  the chase is done
0,failure to be phonevailable check life remains ever busy 
0,argh my sister amp co are overplaying dont trust me it will never be my jam again 
1,gerardway why do you tempt us like this im so excited for it 
0,oh goodyalberta has legislated raising rednecks   
1,found g watchdog for android   via rgruet  great tool for monitoring your quotunlimitedquot plans read the fine print 
1,johnmaine i am i am iam 
1,gotta admit the show gossip girl is addictive sos also wonderfalls the show is too  
0,good morning i just woke up i have a terrible headache 
1,tracecyrus and yes it is hot in here lol oh my gosh metro station is our country  
1,derekhubbard js is at your desk i told her you wont be in until  she said shell wait  
0,rofliron i am still in kg for a while at least til i can start driving again 
1,   tiger woods is up by at  via 
0,missysmith 
0,is feeling rather lonely and brokeoh waiti am lonely and broke  
1,laurenconrad  lindsay h frucci creator of quotno pudge browniesquot 
